seed_title,source_seed,wikidata_qid
Joe Poovey,Category:Country musicians from Texas,Q6211838
Colt Prather,Category:Country musicians from Texas,Q5149424
Ray Price,Category:Country musicians from Texas,Q1929135
Charley Pride,Category:Country musicians from Texas,Q1066772
Becky Priest,Category:Country musicians from Texas,Q4878865
Missi Pyle,Category:Country musicians from Texas,Q233786
Henry Qualls,Category:Country musicians from Texas,Q28203344
RaeLynn,Category:Country musicians from Texas,Q7281901
Jon Randall,Category:Country musicians from Texas,Q6271434
Jim Reeves,Category:Country musicians from Texas,Q362435
Ronna Reeves,Category:Country musicians from Texas,Q7365747
Gabriel Rhodes,Category:Country musicians from Texas,Q5515819
Leon Rhodes,Category:Country musicians from Texas,Q121488389
Brandon Rhyder,Category:Country musicians from Texas,Q4957032
John Rich,Category:Country musicians from Texas,Q3456867
Sam Riggs,Category:Country musicians from Texas,Q24572268
Jeannie C. Riley,Category:Country musicians from Texas,Q547684
LeAnn Rimes,Category:Country musicians from Texas,Q120533
Cowboy Slim Rinehart,Category:Country musicians from Texas,Q15501574
Eck Robertson,Category:Country musicians from Texas,Q1281246
Bruce Robison,Category:Country musicians from Texas,Q4978219
Charlie Robison,Category:Country musicians from Texas,Q5085466
Carrie Rodriguez,Category:Country musicians from Texas,Q438254
David Rodriguez (singer-songwriter),Category:Country musicians from Texas,Q3703317
Johnny Rodriguez,Category:Country musicians from Texas,Q1702401
Kenny Rogers,Category:Country musicians from Texas,Q217160
Weldon Rogers,Category:Country musicians from Texas,Q2557487
Lulu Roman,Category:Country musicians from Texas,Q3840581
Caitlin Rose,Category:Country musicians from Texas,Q541033
Brent Rowan,Category:Country musicians from Texas,Q4961530
Joe Rucker,Category:Country musicians from Texas,Q6212111
Tim Rushlow,Category:Country musicians from Texas,Q7804202
Leon Rusk,Category:Country musicians from Texas,Q6524867
Mike Ryan (musician),Category:Country musicians from Texas,Q30122415
Doug Sahm,Category:Country musicians from Texas,Q327886
Michael Sarver,Category:Country musicians from Texas,Q4215897
Leslie Satcher,Category:Country musicians from Texas,Q6531120
Charles Sawtelle,Category:Country musicians from Texas,Q23988347
Haley Scarnato,Category:Country musicians from Texas,Q5641550
Jerry Scoggins,Category:Country musicians from Texas,Q6184408
Dan Seals,Category:Country musicians from Texas,Q2557820
Jason Sellers,Category:Country musicians from Texas,Q6163457
Jimmie Selph,Category:Country musicians from Texas,Q575242
Sanger D. Shafer,Category:Country musicians from Texas,Q2567144
Rosemary Sharp,Category:Country musicians from Texas,Q7368430
Terri Sharp,Category:Country musicians from Texas,Q7703630
Ray Sharpe,Category:Country musicians from Texas,Q1370605
Billy Joe Shaver,Category:Country musicians from Texas,Q320775
Amanda Shires,Category:Country musicians from Texas,Q4739762
David Slater,Category:Country musicians from Texas,Q5239857
Darden Smith,Category:Country musicians from Texas,Q16751342
Granger Smith,Category:Country musicians from Texas,Q16980979
Lou Smith,Category:Country musicians from Texas,Q16017919
Ruby Jane Smith,Category:Country musicians from Texas,Q7376334
Johnny Solinger,Category:Country musicians from Texas,Q960683
Billie Jo Spears,Category:Country musicians from Texas,Q443751
Carl T. Sprague,Category:Country musicians from Texas,Q1040759
Terry Stafford,Category:Country musicians from Texas,Q2405794
Max Stalling,Category:Country musicians from Texas,Q6795262
Red Steagall,Category:Country musicians from Texas,Q7305115
Keith Stegall,Category:Country musicians from Texas,Q6385065
Tommy Shane Steiner,Category:Country musicians from Texas,Q7819848
B. W. Stevenson,Category:Country musicians from Texas,Q4834256
Shane Stockton,Category:Country musicians from Texas,Q7488285
B. Jeff Stone,Category:Country musicians from Texas,Q4834067
Stonehoney,Category:Country musicians from Texas,Q7619233
George Strait,Category:Country musicians from Texas,Q366584
Emily Strayer,Category:Country musicians from Texas,Q585575
Nat Stuckey,Category:Country musicians from Texas,Q6193726
Ned Sublette,Category:Country musicians from Texas,Q6986108
Gene Summers,Category:Country musicians from Texas,Q3100476
Doug Supernaw,Category:Country musicians from Texas,Q1251867
Christy Sutherland,Category:Country musicians from Texas,Q5113680
Sunny Sweeney,Category:Country musicians from Texas,Q656169
Tom Tall,Category:Country musicians from Texas,Q200429
Karen Taylor-Good,Category:Country musicians from Texas,Q6370076
Owen Temple,Category:Country musicians from Texas,Q7114652
Texas Ruby,Category:Country musicians from Texas,Q2407642
B. J. Thomas,Category:Country musicians from Texas,Q706518
Elvie Thomas,Category:Country musicians from Texas,Q1296812
Hank Thompson (musician),Category:Country musicians from Texas,Q706422
Templeton Thompson,Category:Country musicians from Texas,Q17151460
Marsha Thornton,Category:Country musicians from Texas,Q6773406
Floyd Tillman,Category:Country musicians from Texas,Q1430397
Ronnie Dean Tinsley,Category:Country musicians from Texas,Q22338535
Tony Toliver,Category:Country musicians from Texas,Q16192961
Mitchell Torok,Category:Country musicians from Texas,Q6881424
Rick Trevino,Category:Country musicians from Texas,Q2151639
Ernest Tubb,Category:Country musicians from Texas,Q963142
Glenn Douglas Tubb,Category:Country musicians from Texas,Q5568783
Justin Tubb,Category:Country musicians from Texas,Q1714236
Holly Tucker (musician),Category:Country musicians from Texas,Q24455650
Tanya Tucker,Category:Country musicians from Texas,Q463983
Lane Turner,Category:Country musicians from Texas,Q6485455
Townes Van Zandt,Category:Country musicians from Texas,Q740729
Jimmy Velvit,Category:Country musicians from Texas,Q15059577
Billy Walker (musician),Category:Country musicians from Texas,Q863260
Billy Joe Walker Jr.,Category:Country musicians from Texas,Q17108913
Charlie Walker (musician),Category:Country musicians from Texas,Q5085661
Cindy Walker,Category:Country musicians from Texas,Q268933
Clay Walker,Category:Country musicians from Texas,Q320583
Clint Walker,Category:Country musicians from Texas,Q1101643
Django Walker,Category:Country musicians from Texas,Q5285238
Jerry Jeff Walker,Category:Country musicians from Texas,Q979411
Don Walser,Category:Country musicians from Texas,Q1239567
Jacky Ward,Category:Country musicians from Texas,Q6118117
Chris Waters,Category:Country musicians from Texas,Q5108428
Aaron Watson,Category:Country musicians from Texas,Q1862818
B. B. Watson,Category:Country musicians from Texas,Q4833926
Dale Watson (singer),Category:Country musicians from Texas,Q1157870
Gene Watson,Category:Country musicians from Texas,Q5531522
Alvis Wayne,Category:Country musicians from Texas,Q449410
Dallas Wayne,Category:Country musicians from Texas,Q5211448
Koe Wetzel,Category:Country musicians from Texas,Q107434048
Rusty Wier,Category:Country musicians from Texas,Q1853236
Marshall Wilborn,Category:Country musicians from Texas,Q38013874
Slim Willet,Category:Country musicians from Texas,Q173978
D. Vincent Williams,Category:Country musicians from Texas,Q5203854
Don Williams,Category:Country musicians from Texas,Q908569
Lew Williams,Category:Country musicians from Texas,Q610365
Zane Williams,Category:Country musicians from Texas,Q8066126
Jess Williamson,Category:Country musicians from Texas,Q65743087
Boxcar Willie,Category:Country musicians from Texas,Q323534
Kelly Willis,Category:Country musicians from Texas,Q3194921
Trent Willmon,Category:Country musicians from Texas,Q7838478
Larry Willoughby,Category:Country musicians from Texas,Q6491294
Bob Wills,Category:Country musicians from Texas,Q888326
Johnnie Lee Wills,Category:Country musicians from Texas,Q6266092
Preston Wimberly,Category:Country musicians from Texas,Q80593085
Kenny Winfree,Category:Country musicians from Texas,Q16186563
Lee Ann Womack,Category:Country musicians from Texas,Q454082
Sheb Wooley,Category:Country musicians from Texas,Q1349284
Jake Worthington,Category:Country musicians from Texas,Q137292483
Jimmy Wyble,Category:Country musicians from Texas,Q1689475
Charlie Aldrich,Category:Country musicians from Oklahoma,Q1066795
Tommy Allsup,Category:Country musicians from Oklahoma,Q3992882
Keith Anderson,Category:Country musicians from Oklahoma,Q6383977
Gene Autry,Category:Country musicians from Oklahoma,Q342723
Hoyt Axton,Category:Country musicians from Oklahoma,Q80530
Mae Boren Axton,Category:Country musicians from Oklahoma,Q1755024
Dylan Golden Aycock,Category:Country musicians from Oklahoma,Q29834011
Glenn Barber,Category:Country musicians from Oklahoma,Q1531040
Junior Barnard,Category:Country musicians from Oklahoma,Q6313157
Bob Beckham,Category:Country musicians from Oklahoma,Q887792
Carl Belew,Category:Country musicians from Oklahoma,Q5039885
Byron Berline,Category:Country musicians from Oklahoma,Q5004310
Bill Grant and Delia Bell,Category:Country musicians from Oklahoma,Q39059528
Johnny Bond,Category:Country musicians from Oklahoma,Q1555544
Garth Brooks,Category:Country musicians from Oklahoma,Q216288
Lacey Brown,Category:Country musicians from Oklahoma,Q6468248
Zach Bryan,Category:Country musicians from Oklahoma,Q106770023
Henson Cargill,Category:Country musicians from Oklahoma,Q1607591
Rodney Carrington,Category:Country musicians from Oklahoma,Q925578
Jeff Carson,Category:Country musicians from Oklahoma,Q1686273
Ken Carson (country singer),Category:Country musicians from Oklahoma,Q19667992
Bill Caswell,Category:Country musicians from Oklahoma,Q15059509
Gary Chapman (musician),Category:Country musicians from Oklahoma,Q5524835
Kristin Chenoweth,Category:Country musicians from Oklahoma,Q231811
Bob Childers,Category:Country musicians from Oklahoma,Q5307900
Roy Clark,Category:Country musicians from Oklahoma,Q721819
Sanford Clark,Category:Country musicians from Oklahoma,Q2221582
Hurshul Clothier,Category:Country musicians from Oklahoma,Q5948525
Kellie Coffey,Category:Country musicians from Oklahoma,Q4408986
Lorrie Collins,Category:Country musicians from Oklahoma,Q16105889
Tommy Collins (singer),Category:Country musicians from Oklahoma,Q2258587
Spade Cooley,Category:Country musicians from Oklahoma,Q366469
Melodie Crittenden,Category:Country musicians from Oklahoma,Q6813336
Randy Crouch,Category:Country musicians from Oklahoma,Q7292151
Gail Davies,Category:Country musicians from Oklahoma,Q1491218
Jason Deere,Category:Country musicians from Oklahoma,Q6162353
Joe Diffie,Category:Country musicians from Oklahoma,Q1691384
Johnny Dowd,Category:Country musicians from Oklahoma,Q777177
Big Al Downing,Category:Country musicians from Oklahoma,Q4703752
Ronnie Dunn,Category:Country musicians from Oklahoma,Q7365855
Stoney Edwards,Category:Country musicians from Oklahoma,Q7619410
Katrina Elam,Category:Country musicians from Oklahoma,Q6377927
Ty England,Category:Country musicians from Oklahoma,Q282589
Shug Fisher,Category:Country musicians from Oklahoma,Q7504668
Dallas Frazier,Category:Country musicians from Oklahoma,Q1157999
Vince Gill,Category:Country musicians from Oklahoma,Q924232
Cady Groves,Category:Country musicians from Oklahoma,Q13561749
Jack Guthrie,Category:Country musicians from Oklahoma,Q12318805
Woody Guthrie,Category:Country musicians from Oklahoma,Q4061
Monte Hale,Category:Country musicians from Oklahoma,Q2142355
Gus Hardin,Category:Country musicians from Oklahoma,Q15457931
Ali Harter,Category:Country musicians from Oklahoma,Q4724848
Amber Hayes,Category:Country musicians from Oklahoma,Q13561781
Wade Hayes,Category:Country musicians from Oklahoma,Q968338
Lee Hazlewood,Category:Country musicians from Oklahoma,Q364781
Becky Hobbs,Category:Country musicians from Oklahoma,Q4878832
Billy Hoffman,Category:Country musicians from Oklahoma,Q4912719
Doyle Holly,Category:Country musicians from Oklahoma,Q5303752
Ray Wylie Hubbard,Category:Country musicians from Oklahoma,Q1514729
Billy Hughes (musician),Category:Country musicians from Oklahoma,Q4912747
Amy Jack,Category:Country musicians from Oklahoma,Q96417659
Wanda Jackson,Category:Country musicians from Oklahoma,Q235223
Jana Jae,Category:Country musicians from Oklahoma,Q6150522
Brandon Jenkins (musician),Category:Country musicians from Oklahoma,Q28072032
Anthony Armstrong Jones,Category:Country musicians from Oklahoma,Q4772019
Christian Kane,Category:Country musicians from Oklahoma,Q722842
Krystal Keith,Category:Country musicians from Oklahoma,Q13561870
Toby Keith,Category:Country musicians from Oklahoma,Q559819
Wayne Kemp,Category:Country musicians from Oklahoma,Q7976384
Corey Kent,Category:Country musicians from Oklahoma,Q113452679
Merle Kilgore,Category:Country musicians from Oklahoma,Q326196
Stoney LaRue,Category:Country musicians from Oklahoma,Q7619416
Willie Mack (musician),Category:Country musicians from Oklahoma,Q8021648
Mary Sarah,Category:Country musicians from Oklahoma,Q13561983
Sammy Masters,Category:Country musicians from Oklahoma,Q612497
Leon McAuliffe,Category:Country musicians from Oklahoma,Q6524781
Justin McBride,Category:Country musicians from Oklahoma,Q6317867
Mel McDaniel,Category:Country musicians from Oklahoma,Q783896
Pake McEntire,Category:Country musicians from Oklahoma,Q7125446
Reba McEntire,Category:Country musicians from Oklahoma,Q229430
Susie McEntire,Category:Country musicians from Oklahoma,Q15485483
Vicky McGehee,Category:Country musicians from Oklahoma,Q7925532
Jody Miller,Category:Country musicians from Oklahoma,Q3335044
Roger Miller,Category:Country musicians from Oklahoma,Q712359
Parker Millsap,Category:Country musicians from Oklahoma,Q22279216
